,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
Population Return,0.0013378937002324913,0.0013019280950517193,0.0012571370128771002,0.0013071434020868098,0.0014477042342921885,0.001779923409154746,0.001992012439491552,0.002907914839403712,0.003691760039587551,0.0035842131101216147,0.0030386999296161026,0.0031697580893753244,0.003277509541779503,0.0033303047119881443,0.0033784552050147624,0.0035058481973134314,0.0036953878307408143,0.004063528834979445,0.004316012048517611,0.005234944602662209,0.005921972335029821,0.005707728996112901,0.005090746342153246,0.005140202883220478,0.005043686010574336,0.0049349566445810004,0.004829455955287655,0.004766911549838729,0.004750575201711857,0.00493148692054438,0.005035355120389006,0.005700679585875049,0.006240922435950993,0.006044711630260564,0.005491606011588424,0.0055298164503363905,0.005426437185468076,0.005347499238603034,0.005286528940854837,0.005286269657853431,0.005340144185073473,0.0056037298947320575,0.0057906619339446784,0.0064691376893059715,0.007085297290914676,0.006991278569767006,0.006431040216025699,0.00629329856657379,0.006076976958040474,0.005861856148272709,0.0056530141836069,0.005514111338951003,0.005475390625553712,0.005650139893664424,0.005762988831512795,0.006155467907228205,0.006543095250724809,0.006570294582072513,0.006238573837924625,0.006005454220060685,0.005657828290600724,0.005372895719322639,0.005113731355182505,0.004922638864677336,0.004914767224561354,0.005130504654847014,0.005285295382677538,0.005643482831004665,0.006119332695007532,0.006398281576667332,0.006289390607672298,0.006121106525645489,0.005861691215987221,0.005663283072572846,0.005515278201893633,0.005454419583480243,0.005590847622391691,0.0057208806999993166,0.00690227801939818,0.007708189533066652,0.006925491891160232,0.005820693293743374,0.005990526094159772,0.006169467242770508,0.0064032573003867605,0.006770820912723089,0.007103062354300151,0.0072170762115511145,0.007284178240425982,0.00725439983725023,0.00691056274539523,0.006672120229724924,0.0068497801514786245,0.007292163065376371,0.007840329717587862,0.008517696988687982,0.009161517274899084,0.009830949799364254,0.01026159527759843,0.010309237307983608,0.010327276396787754,0.010298075676923426,0.009852883876776302,0.009543754999122333,0.00914380822990075,0.00855595146633317,0.00842699230777457,0.008800238853766943,0.008906421314140971,0.009103052492125919,0.009183143519378486,0.008808839870403004,0.008310159658330284,0.007703855960165247,0.00681602932127371,0.005994706936941705,0.005368497212083917,0.004801793872922728,0.004750702151340984,0.0046860692790134046,0.004127766961255539,0.0034436982589748874,0.002778860976820092,0.0019559942417271326,0.001352833021177937,0.0008863802807584444,0.00036822737244426894,0.00030752403213171514,0.0004927918184077922,0.0001778841841184375,6.915079763003169e-06,-0.0002048941507609444,-0.0009853993727128526,-0.001868216834404642,-0.002346369235911293,-0.002866577338801225,-0.0032186383116015655,-0.0035956743226556085,-0.00415393020622013,-0.004695228100150948,-0.005109158572738546,-0.005914955123351841,-0.006263237803507498,-0.006647383990163696,-0.007369712097429843,-0.008154889115924215,-0.007998413108743,-0.007669986502155347,-0.007217170902340304,-0.006949897451285989,-0.006702453280998778,-0.006331760993330359,-0.005828343208332002,-0.006158321137479134,-0.006580424744278059,-0.0071564109655913866,-0.008253489734242876,-0.008500550908021336,-0.006645676041511574,-0.00476527729777016,-0.003542033725685106,-0.002540281347655421,-0.001531970494605797,-0.0008946911724432835,-0.000640723771281771,0.0010666152961796053,-0.0012719435290058116,-0.0040018080743651025,-0.002574263414784586,-0.00016221237546357867,-0.002465818216467654,-0.004008342904134327,-0.004764526048603007,-0.005057732106275632,-0.005637810854742888,-0.006242632200049552,-0.006252591939888317,-0.006163070425996389,-0.005380247091390101,-0.004271281401762469,-0.0038379140151646477,-0.003991257975881931,-0.0034721226975777,-0.002948760771356286,-0.002550423388676619,-0.002221046634392155,-0.0019320036252220465,-0.0015757357914182016,-0.001349377510260248,-0.00100975351592213,0.0003152055444662583,0.001873122393325619,0.0026352373192973905,0.002573096707296549,0.0026465975259801927,0.002640213771174923,0.002762872674693426,0.002937083558939082,0.003575506139670687,0.003804937780856621,0.003538198333798108,0.0037442886438214173,0.004914339163644484,0.005582202042761979,0.005575084410214327,0.005597525488977646,0.005764016585554471,0.00542178533180865,0.004682701579348993,0.004148252316559386,0.0040986522975433315,0.004055861383144062,0.003770193328804121,0.003627891644859012,0.0037382507615113946,0.003723916225405602,0.003614737469435065,0.0036985489890833355,0.0038312282427061884,0.0035751873946020074,0.0031119408128253614,0.00305870083706733,0.003496053484463726,0.0037987791019407,0.0035294943019750858,0.003512941085714075,0.003987005294118445,0.00444595248052671,0.004410073708723299,0.004232366921103212,0.004243590109941973,0.004295568741032046,0.004130380443819513,0.0038752786022351327,0.004000767946102971,0.00445945532219368,0.004663171848069566,0.00461873530482876,0.0050146211134293045,0.005318333657073465,0.00508226109248036,0.005171842025790553,0.0055028360577994906,0.005397492183802825,0.0051091176886517865,0.0051860791193133245,0.005617193281660645,0.0060682801499225515,0.005957205113910741,0.0058018835794229045,0.006225327188549612,0.006317006856880354,0.005692433677080124,0.004725865338214174,0.004507498827943045,0.0049411562300581205,0.0052096730106901004,0.0047875405295933204,0.004756566382653469,0.004894011978119772,0.007123334307705675,0.008860886859688843,0.007410080795909088,0.005412787393283322,0.0055825925718686895,0.005042943564801135,0.004582832544549359,0.004686143444245108,0.005705628755566726,0.006757623170176472,0.005467939528314493
