Disaster Number,Household Program Declared,Individual Assistance Program Declared,Public Assistance Program Declared,Hazard Mitigation Program Declared,State,Declaration Date,Fiscal Year Declared,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Disaster Close Out Date,Declared County Area,Place Code,CountyName
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Garfield (County),99023.0,Garfield  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Orleans (County),99019.0,Orleans  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Orange (County),99017.0,Orange  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Addison (County),99001.0,Addison  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,King (County),99033.0,King  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Pierce (County),99053.0,Pierce  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Lincoln (County),99043.0,Lincoln  County
1100,0,1,0,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Kitsap (County),99035.0,Kitsap  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Thurston (County),99067.0,Thurston  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Benewah (County),99009.0,Benewah  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Henderson (County),99089.0,Henderson  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Alexander (County),99003.0,Alexander  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Rockingham (County),99157.0,Rockingham  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Grays Harbor (County),99027.0,Grays Harbor  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Gaston (County),99071.0,Gaston  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Watauga (County),99189.0,Watauga  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Spokane (County),99063.0,Spokane  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Kootenai (County),99055.0,Kootenai  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Cherokee (County),99039.0,Cherokee  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Lewis (County),99041.0,Lewis  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,McDowell (County),99111.0,McDowell  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Colbert (County),99033.0,Colbert  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Whitman (County),99075.0,Whitman  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Snohomish (County),99061.0,Snohomish  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Lamoille (County),99015.0,Lamoille  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Windham (County),99025.0,Windham  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Davie (County),99059.0,Davie  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Madison (County),99115.0,Madison  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Guilford (County),99081.0,Guilford  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Washington (County),99023.0,Washington  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Latah (County),99057.0,Latah  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Yadkin (County),99197.0,Yadkin  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,DeKalb (County),99049.0,DeKalb  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Caldwell (County),99027.0,Caldwell  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Halifax (County),99083.0,Halifax  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Surry (County),99171.0,Surry  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Marshall (County),99095.0,Marshall  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Yancey (County),99199.0,Yancey  County
1100,0,1,1,0,WA,1996-02,1996,DR,Flood,"HIGH WINDS, SEVERE STORMS AND FLOODING",1996-01,1996-02,2005-08,Yakima (County),99077.0,Yakima  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Etowah (County),99055.0,Etowah  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Burke (County),99023.0,Burke  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Haywood (County),99087.0,Haywood  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Idaho (County),99049.0,Idaho  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Franklin (County),99011.0,Franklin  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Windsor (County),99027.0,Windsor  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Rutherford (County),99161.0,Rutherford  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Jackson (County),99071.0,Jackson  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Caswell (County),99033.0,Caswell  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Marion (County),99093.0,Marion  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Clearwater (County),99035.0,Clearwater  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Davidson (County),99057.0,Davidson  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Montgomery (County),99123.0,Montgomery  County
1101,0,0,1,0,VT,1996-02,1996,DR,Flood,ICE JAMS AND FLOODING,1996-01,1996-02,2005-02,Rutland (County),99021.0,Rutland  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Catawba (County),99035.0,Catawba  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Lawrence (County),99079.0,Lawrence  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Wilkes (County),99193.0,Wilkes  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Gates (County),99073.0,Gates  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Blount (County),99009.0,Blount  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Nez Perce (County),99069.0,Nez Perce  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Lauderdale (County),99077.0,Lauderdale  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Lewis (County),99061.0,Lewis  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Forsyth (County),99067.0,Forsyth  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Iredell (County),99097.0,Iredell  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Cleveland (County),99045.0,Cleveland  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Lincoln (County),99109.0,Lincoln  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Stokes (County),99169.0,Stokes  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Shoshone (County),99079.0,Shoshone  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Hertford (County),99091.0,Hertford  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Northampton (County),99131.0,Northampton  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Polk (County),99149.0,Polk  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Randolph (County),99151.0,Randolph  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Bonner (County),99017.0,Bonner  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Madison (County),99089.0,Madison  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Limestone (County),99083.0,Limestone  County
1102,0,1,1,0,ID,1996-02,1996,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1996-02,1996-02,2004-03,Boundary (County),99021.0,Boundary  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Cullman (County),99043.0,Cullman  County
1103,0,0,1,0,NC,1996-02,1996,DR,Snow,WINTER STORM,1996-02,1996-02,2002-06,Warren (County),99185.0,Warren  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Morgan (County),99103.0,Morgan  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Missoula (County),99063.0,Missoula  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Deer Lodge (County),99023.0,Deer Lodge  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Ravalli (County),99081.0,Ravalli  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Piscataquis (County),99021.0,Piscataquis  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Jefferson (County),99043.0,Jefferson  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Meagher (County),99059.0,Meagher  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Silver Bow (County),99093.0,Silver Bow  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Lewis and Clark (County),99049.0,Lewis and Clark  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Lincoln (County),99053.0,Lincoln  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Chouteau (County),99015.0,Chouteau  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Park (County),99067.0,Park  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Androscoggin (County),99001.0,Androscoggin  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Powell (County),99077.0,Powell  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Somerset (County),99025.0,Somerset  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Douglas (County),99019.0,Douglas  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Owen (County),99119.0,Owen  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Sanders (County),99089.0,Sanders  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Benton (County),99003.0,Benton  County
1108,0,1,0,0,AL,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",1996-03,1996-03,2004-04,Dallas (County),99047.0,Dallas  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Gallatin (County),99031.0,Gallatin  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Dubois (County),99037.0,Dubois  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Spencer (County),99147.0,Spencer  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Henry (County),99065.0,Henry  County
1108,0,1,0,0,AL,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",1996-03,1996-03,2004-04,Montgomery (County),99101.0,Montgomery  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Crawford (County),99025.0,Crawford  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Monroe (County),99105.0,Monroe  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Penobscot (County),99019.0,Penobscot  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Rush (County),99139.0,Rush  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Putnam (County),99133.0,Putnam  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Greene (County),99055.0,Greene  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Tillamook (County),99057.0,Tillamook  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Switzerland (County),99155.0,Switzerland  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Hancock (County),99059.0,Hancock  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Clark (County),99019.0,Clark  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Lawrence (County),99093.0,Lawrence  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Lincoln (County),99041.0,Lincoln  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Oxford (County),99017.0,Oxford  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Dearborn (County),99029.0,Dearborn  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Morgan (County),99109.0,Morgan  County
1105,0,0,1,0,MT,1996-02,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, AND ICE JAMS",1996-02,1996-02,2002-08,Mineral (County),99061.0,Mineral  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Jay (County),99075.0,Jay  County
1104,0,1,1,0,AL,1996-02,1996,DR,Severe Storm(s),"SEVERE WINTER STORMS, ICE AND FLOODING",1996-02,1996-02,2007-03,Winston (County),99133.0,Winston  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Floyd (County),99043.0,Floyd  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Perry (County),99123.0,Perry  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Columbia (County),99009.0,Columbia  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Boone (County),99011.0,Boone  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Johnson (County),99081.0,Johnson  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Delaware (County),99035.0,Delaware  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Posey (County),99129.0,Posey  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Lane (County),99039.0,Lane  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Clatsop (County),99007.0,Clatsop  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Parke (County),99121.0,Parke  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Gibson (County),99051.0,Gibson  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Hamilton (County),99057.0,Hamilton  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Ohio (County),99115.0,Ohio  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Randolph (County),99135.0,Randolph  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Orange (County),99117.0,Orange  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Fayette (County),99041.0,Fayette  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Linn (County),99043.0,Linn  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Clay (County),99021.0,Clay  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Decatur (County),99031.0,Decatur  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Madison (County),99095.0,Madison  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Waldo (County),99027.0,Waldo  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Daviess (County),99027.0,Daviess  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Pike (County),99125.0,Pike  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Montgomery (County),99107.0,Montgomery  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Hendricks (County),99063.0,Hendricks  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Scott (County),99143.0,Scott  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Shelby (County),99145.0,Shelby  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Jennings (County),99079.0,Jennings  County
1108,0,1,0,0,AL,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",1996-03,1996-03,2004-04,Macon (County),99087.0,Macon  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Sullivan (County),99153.0,Sullivan  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Marion (County),99097.0,Marion  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Yamhill (County),99071.0,Yamhill  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Jefferson (County),99077.0,Jefferson  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Clinton (County),99023.0,Clinton  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Franklin (County),99047.0,Franklin  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Brown (County),99013.0,Brown  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Bartholomew (County),99005.0,Bartholomew  County
1106,0,0,1,0,ME,1996-03,1996,DR,Severe Storm(s),"SEVERE STORMS, ICE JAMS, FLOODING",1996-01,1996-02,2004-07,Franklin (County),99007.0,Franklin  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Harrison (County),99061.0,Harrison  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Blackford (County),99009.0,Blackford  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Knox (County),99083.0,Knox  County
1107,0,0,1,0,OR,1996-03,1996,DR,Severe Storm(s),SEVERE STORMS  AND HIGH WINDS,1996-12,1996-12,2000-06,Washington (County),99067.0,Washington  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Jackson (County),99071.0,Jackson  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Union (County),99161.0,Union  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Washington (County),99175.0,Washington  County
1110,0,1,1,0,IL,1996-04,1996,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,1996-04,1996-04,2003-09,Macon (County),99115.0,Macon  County
1110,0,1,1,0,AR,1996-04,1996,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,1996-04,1996-04,2003-09,Crawford (County),99033.0,Crawford  County
1111,0,1,1,0,AR,1996-04,1996,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,1996-04,1996-04,2010-05,Madison (County),99087.0,Madison  County
1109,0,0,1,0,IN,1996-04,1996,DR,Flood,BLIZZARD OF 96,1996-01,1996-01,1998-07,Wayne (County),99177.0,Wayne  County
1110,0,1,1,0,IL,1996-04,1996,DR,Severe Storm(s),SEVERE STORMS AND TORNADOES,1996-04,1996-04,2003-09,Lake (County),99097.0,Lake  County
