Disaster Number,Household Program Declared,Individual Assistance Program Declared,Public Assistance Program Declared,Hazard Mitigation Program Declared,State,Declaration Date,Fiscal Year Declared,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Disaster Close Out Date,Declared County Area,Place Code,CountyName
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Aurora (County),99003.0,Aurora  County
1773,0,0,1,1,MO,2008-06,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-08,2014-07-30T00:00:00.000Z,Sullivan (County),99211.0,Sullivan  County
1773,0,0,1,1,MO,2008-06,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-08,2014-07-30T00:00:00.000Z,Worth (County),99227.0,Worth  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Butte (County),99019.0,Butte  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Bon Homme (County),99009.0,Bon Homme  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Cheyenne River Indian Reservation,11860.0,Cheyenne River Indian Reservation County
1773,1,1,1,1,MO,2008-06,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-08,2014-07-30T00:00:00.000Z,Vernon (County),99217.0,Vernon  County
1773,0,0,1,1,MO,2008-06,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-08,2014-07-30T00:00:00.000Z,St. Louis,65000.0,St. Louis County
1773,0,0,1,1,MO,2008-06,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-08,2014-07-30T00:00:00.000Z,Ste. Genevieve (County),99186.0,Ste. Genevieve  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Edwards (County),99047.0,Edwards  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Ottawa (County),99115.0,Ottawa  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Cowley (County),99035.0,Cowley  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Hanson (County),99061.0,Hanson  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Cherokee (County),99021.0,Cherokee  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Major (County),99093.0,Major  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Choctaw (County),99023.0,Choctaw  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Douglas (County),99043.0,Douglas  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Harper (County),99059.0,Harper  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Buffalo (County),99017.0,Buffalo  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Meade (County),99093.0,Meade  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Washita (County),99149.0,Washita  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Alfalfa (County),99003.0,Alfalfa  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Stanley (County),99117.0,Stanley  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Bourbon (County),99011.0,Bourbon  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Lawrence (County),99081.0,Lawrence  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Ellis (County),99045.0,Ellis  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Charles Mix (County),99023.0,Charles Mix  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Cotton (County),99033.0,Cotton  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Dickinson (County),99041.0,Dickinson  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Kay (County),99071.0,Kay  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Dewey (County),99041.0,Dewey  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Harmon (County),99057.0,Harmon  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Crawford (County),99037.0,Crawford  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Hughes (County),99065.0,Hughes  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Moody (County),99101.0,Moody  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Chautauqua (County),99019.0,Chautauqua  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,McCook (County),99087.0,McCook  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Hutchinson (County),99067.0,Hutchinson  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Woods (County),99151.0,Woods  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Clay (County),99027.0,Clay  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Osage (County),99113.0,Osage  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Tripp (County),99123.0,Tripp  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Clay (County),99027.0,Clay  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Nowata (County),99105.0,Nowata  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Ziebach (County),99137.0,Ziebach  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Jackson (County),99065.0,Jackson  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Custer (County),99039.0,Custer  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Barton (County),99009.0,Barton  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Dewey (County),99043.0,Dewey  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Beaver (County),99007.0,Beaver  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Comanche (County),99033.0,Comanche  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Kiowa (County),99075.0,Kiowa  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Grant (County),99053.0,Grant  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Elk (County),99049.0,Elk  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Haakon (County),99055.0,Haakon  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Roger Mills (County),99129.0,Roger Mills  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Butler (County),99015.0,Butler  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Jackson (County),99071.0,Jackson  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Beckham (County),99009.0,Beckham  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Perkins (County),99105.0,Perkins  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Barber (County),99007.0,Barber  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Gregory (County),99053.0,Gregory  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Mellette (County),99095.0,Mellette  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Clark (County),99025.0,Clark  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Lyman (County),99085.0,Lyman  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Lower Brule Indian Reservation,39220.0,Lower Brule Indian Reservation County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Brown (County),99013.0,Brown  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Rogers (County),99131.0,Rogers  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Blaine (County),99011.0,Blaine  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Crow Creek Indian Reservation,14860.0,Crow Creek Indian Reservation County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Tillman (County),99141.0,Tillman  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Ellis (County),99051.0,Ellis  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Garfield (County),99047.0,Garfield  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Hand (County),99059.0,Hand  County
1774,0,0,1,1,SD,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-02-20T00:00:00.000Z,Turner (County),99125.0,Turner  County
1775,0,0,1,1,OK,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2018-03-26T23:59:00.000Z,Okfuskee (County),99107.0,Okfuskee  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Decatur (County),99039.0,Decatur  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Ellsworth (County),99053.0,Ellsworth  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Haskell (County),99081.0,Haskell  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Gove (County),99063.0,Gove  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Franklin (County),99059.0,Franklin  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Kiowa (County),99097.0,Kiowa  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Jackson (County),99085.0,Jackson  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Montgomery (County),99125.0,Montgomery  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Graham (County),99065.0,Graham  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Logan (County),99109.0,Logan  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Jewell (County),99089.0,Jewell  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Lane (County),99101.0,Lane  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Ness (County),99135.0,Ness  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Hodgeman (County),99083.0,Hodgeman  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Pratt (County),99151.0,Pratt  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Norton (County),99137.0,Norton  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Harper (County),99077.0,Harper  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Saline (County),99169.0,Saline  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Mitchell (County),99123.0,Mitchell  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Manistee (County),99101.0,Manistee  County
1779,0,0,1,1,NE,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2008-06,2008-06,2014-08-26T00:00:00.000Z,Douglas (County),99055.0,Douglas  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Reno (County),99155.0,Reno  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Linn (County),99107.0,Linn  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Saginaw (County),99145.0,Saginaw  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Pawnee (County),99145.0,Pawnee  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Kingman (County),99095.0,Kingman  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Rush (County),99165.0,Rush  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Sumner (County),99191.0,Sumner  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Allegan (County),99005.0,Allegan  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Osborne (County),99141.0,Osborne  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Ingham (County),99065.0,Ingham  County
1778,0,0,1,1,VT,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-03-13T00:00:00.000Z,Addison (County),99001.0,Addison  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Missaukee (County),99113.0,Missaukee  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Sheridan (County),99179.0,Sheridan  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Ottawa (County),99139.0,Ottawa  County
1784,0,0,1,1,VT,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, A TORNADO, AND FLOODING",2008-07,2008-07,2014-01-28T00:00:00.000Z,Caledonia (County),99005.0,Caledonia  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Wilson (County),99205.0,Wilson  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Republic (County),99157.0,Republic  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Lake (County),99085.0,Lake  County
1778,0,0,1,1,VT,2008-07,2008,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2008-06,2008-06,2013-03-13T00:00:00.000Z,Franklin (County),99011.0,Franklin  County
1779,0,0,1,1,NE,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2008-06,2008-06,2014-08-26T00:00:00.000Z,Saunders (County),99155.0,Saunders  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Smith (County),99183.0,Smith  County
1782,0,0,1,1,NH,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",2008-07,2008-07,2014-02-25T23:59:00.000Z,Carroll (County),99003.0,Carroll  County
1782,0,0,1,1,NH,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",2008-07,2008-07,2014-02-25T23:59:00.000Z,Belknap (County),99001.0,Belknap  County
1782,0,0,1,1,NH,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",2008-07,2008-07,2014-02-25T23:59:00.000Z,Merrimack (County),99013.0,Merrimack  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Trego (County),99195.0,Trego  County
1782,0,0,1,1,NH,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",2008-07,2008-07,2014-02-25T23:59:00.000Z,"Rockingham (County)(in (P)MSA 4160,4760,6450)",99015.0,Rockingham  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Seward (County),99175.0,Seward  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Phillips (County),99147.0,Phillips  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Wexford (County),99165.0,Wexford  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Osceola (County),99133.0,Osceola  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Riley (County),99161.0,Riley  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Thomas (County),99193.0,Thomas  County
1779,0,0,1,1,NE,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2008-06,2008-06,2014-08-26T00:00:00.000Z,Dodge (County),99053.0,Dodge  County
1782,0,0,1,1,NH,2008-08,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADO, AND FLOODING",2008-07,2008-07,2014-02-25T23:59:00.000Z,Strafford (County),99017.0,Strafford  County
1779,0,0,1,1,NE,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2008-06,2008-06,2014-08-26T00:00:00.000Z,Sarpy (County),99153.0,Sarpy  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Stafford (County),99185.0,Stafford  County
1777,0,0,1,1,MI,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",2008-06,2008-07,2015-12-16T00:00:00.000Z,Eaton (County),99045.0,Eaton  County
1776,0,0,1,1,KS,2008-07,2008,DR,Severe Storm(s),"SEVERE STORMS, FLOODING AND TORNADOES",2008-05,2008-06,2014-12-11T23:59:00.000Z,Wallace (County),99199.0,Wallace  County
